,topic,document
745,19,Loose footpath: be careful when walking along this path as it is made out of loose rocks and stones and there arent many rails along path.
746,21,A reminder of black saturday: View the burnt trees and the new life that is coming out.
747,22,Old path to top viewing platform: This was the path you use to take to the top platform above the falls. currently under construction.
748,78,Where old meets new: Falling down trees over a running creek and surrounded by new life.
749,22,See the falls: View Stevensons Falls from a distance.
750,64,"Option for different route: Another walk is connected to the walk to the falls, you can take this to the fern gully."
751,62,The sunrise: No visit to Byron is complete without watching the sunrise!
752,2,"Byron Bay Main Beach: Byron Bay Main Beach is a walker's paradise. Flat, hard sand and plenty of things to look at."
753,2,The Pass beach: Generally sheltered family beach and a great spot to watch surfers.
754,22,"The Lookout.: You have to clamber over rocks to get to the steps and if it is high tide wade through the water, but definitely worth the effort."
755,2,Looking to The Pass beach: Looking back along the beach with Palm Valley behind.
756,2,"Byron Bay: It is easy to spend an hour up on the look out, a fantastic view on all sides."
757,2,"Humpback Whales: Not a great photo, but when I was here, I saw over 10 whales out to sea. Sometimes they come in quite close. "
758,56,"Palm Valley path: A great walk through the bush, the path is well maintained and smooth. Suitable for prams and maybe wheelchairs, but quite steep in parts."
759,25,The Boardwalk: The Boardwalk is fantastic and makes for easy walking. Good viewing out to sea as well.
760,1,The Kombi: Love this artwork makes a drab electricity sub station look good. Very Byron!
761,68,Avenue of trees: Nice avenue of trees and picnic area.
762,1,"Middleton St artwork: There is no information about this artwork, but it looks a bit like a wooden version of stonehenge."
763,1,"Monumental Environmental Artwork : Monumental Environmental Artwork is by John Dahlsen. The sign says it is temporarily installed, I hope not beacause it is a beauty. It is made out of a stump is Camphour Laurel."
764,19,Crossing Bay St: Getting across Bay St can be diabolical. Many drivers do not pay attention & vegetation obstructs their view. There is no pedestrain crossing and some of the pram ramps don\\'t line up. Woeful!
765,19,"Crossing Lawson St: Very dangerous & inconvenient crossing. Pedestrains are forced away from crossing at the corner where they can see oncoming cars. The sign says it all, walkers are not important."
766,54,"Footpath ends: Another dangerous point for walkers, the footpath suddenly turns into a roadway."
767,19,"The Shared Path: Nice to have a shared path away from cars. Watch out for bikes, none seem to ring a bell when coming up from behind. "
768,0,"Byron Bay bats: Look out for the colony of bats in the trees in Cumbebin Swamp Nature Reserve next to the path. If you cannot see them, you will smell them. Not the most pleasant of smells."
769,19,"Ewingsdale Road: Crossing Ewingsdale Road (Shirley St) is incredibly dangerous. There are heaps of fast cars and no pedestrian refuge, let alone crossing. "
770,54,"Kendall St no footpath: Kendall St here has no footpath, so it is an extremely poor walking environment, and dangerous. "
771,11,Camping and Picnic Spot under cover: There are BBQs and seating at the main under cover area at Beulah Recreation Reserve
772,48,Boat Ramp: There is a boat ramp for those that want to fish or cruise about the weir and creek.
773,11,Under the covers: BBQ and seating in a wonderful area
774,11,This is wonderful BBQ areas: Have a great stay and BBQ here
775,15,Plenty of picnic seating for a place to stay a while: Picnic seating is new and clean
776,11,Under cover BBQs: There is ample under cover BBQ places
777,26,The view of the weir area of the Creek here: The Creek is dammed up into a weir at this point
778,39,Sports equipment installed on the walk: Check out and use the sports equipment here
779,46,Wonderful bush walking tracks: The tracks are well formed along the track
780,26,Views along the creek: Yarriambiack Creek is quite photogenic
781,26,Down the Yarriambiack Creek: Yarriambiack Creek View
782,39,More Gym Gear: There are a number of Gym pieces along the walk
783,39,More Gym gear: These Gym Pieces of equipment make the walk interesting and fun
784,33,Loads of track users: There are a number of different users at the track including people walking their dogs.
785,56,The track heads to the road way: The track heads from the Creek and bush to the roadway
786,43,Pickering Point: Pickering Point Lookout
787,43,Merri River Bridge: Bridge Entry onto Pickering Point Trail
788,2,Walking Track: The walking track overlooks the Merri Marine Sanctuary
789,43,Thunder Point Lookout and Car Park: Thunder Point Lookout
790,2,Shelly Beach: Shelly Beach
791,43,To The Mahogany Walk: Continue along the Pickering Point Trail to discover the Mahogany Walk. (Unsealed)
792,43,Joins to the Viaduct Road Foreshore Walk: The Pickering Point Trail joins to the Viaduct Road section of the Foreshore trails
793,16,Loxton Lodge Community Garden: It's always an inspiration to see what's growing in the garden.  Sometimes it's a busy hive of activity and other times quiet and peaceful.
794,75,"Milk bar: Sometimes I buy the paper in a milk bar, often wondering how these little shops survive financially."
795,75,"Retro furniture galore: As I approach High St, I like to look in the windows of the 2 retro furniture shops full of stuff from the 60s 
that reminds me of my childhood."
796,19,"Our very own Abbey Road: Shopping mecca, with bonus zebra crossings that remind me of the Beatles Abbey Road album."
797,44,"Prahran library: Entering the library in the old Town Hall, the air conditioning and high ceilings give relief from the heat of the day at the height of summer.  Nice and warm in winter of course!"
798,13,"Groceries, coffee and pizza: Sometimes I buy fruit on the way home, or stop off for hot chocolate and cake at an old fashioned cafe or pizza in the lovely upstairs courtyard of a pub. "
799,61,Cake shop: The most creative and fabulous cakes can be found here.
800,5,Fruit trees: The other day I spotted a vine laden with bunches of grapes. I've got my eye on the lemon tree in Union St which last summer dropped so much fruit on the pavement I had free lemons all summer!
801,20,"1. Site of Ballarat's old haymarket (Doveton/Market/Armstrong/Mair block): This has long been a public and central meeting place - situated at the junction of roads, and a few minutes from rail transport and Ballarat's key cultural and civic institutions.   "
802,20,"2. The Civic Hall, 300 Mair St,  built 1953-1956: Multi-purpose venue, with monumental presence.   Steel frame, local Selkirks bricks.  Main Hall holds c. 1600,  Performers included INXS.  Closed 2002, reopened 2014 for community design process.
"
803,20,"3. Statue of playwright William Shakespeare by Andor Meszaros, by 300 Mair St: Statue added to front of hall 1960 depicts Shakespeare receiving applause after a performance.   Hungarian visitor Karoly Nagy was so impressed he organised a replica for Budapest unveiled 2003.
"
