,topic,document
1130,30,Walking Path: Walking path s along the River
1131,0,Walking Path: The walking path travel through natural bushand
1132,34,Pascoe Park: A picnic spot beside the River
1133,55,River: River
1134,15,Hopwood Garden : Hopwood Garden in the Port of with a playground and nearby picnic and toilet facility
1135,32,Bridge Hotel: The historic Bridge Hotel overlook the Hopwood Garden
1136,7,"Botanic Garden Entrance: The entrance, with one of the most unusual trees around, mark the beginning of the walk."
1137,62,"Open Park: Lot of open park land along the way, dotted with trees. A great natural playground."
1138,14,"Flying es: Flying es travel up to km a night to feed on pollen, nectar and fruit. They fulfil a very important ecological role by dispersing the pollen and seed of a wide range of ian plants."
1139,5,Trees: The park tree come in all shape and sizes. It provide a great opportunity to test ymy tree naming skills.
1140,2,"The path along the bay: As you turn the corner here, the beautiful bay open up on ymy right."
1141,2,Bay: Looking out acros the bay you can marvel at how much ha changed as the developed.
1142,62,"Play Space: A play space for all, allowing physical and explorative play and a sense of wonder within a culturally sensitive environment. There are significant landscape area or feature to find and explore."
1143,7,"Botanic Gardens: The garden were vated in , with a new section for arid-cte and local native plant opened. It feature a dramatic entrance combining architectural plant with modern garden sculptures."
1144,7,"Friend of the Garden: Free guided walk in the garden are offered by the Friend of Botanic Garden on Wednesday and most Sunday at pm, weather permitting. For more information visit http://friendsgbg.org.au/."
1145,7,The Gardens: In the Government had the foresight to set land aside at the edge of the settlement for the development of a Botanic Garden. The ground can now be enjoyed throughout the r.
1146,7,"Flora of the gardens: The garden are full of fascinating plant with unusual shapes, texture and colours."
1147,7,The Tea Room: There is a lovely tea h in the Botanic Garden which is open from am to pm.
1148,6,"Tim Arboretum playground: The upgraded Children’ Garden include new walking paths, adventure garden room including a butterfly garden and all ability playground."
1149,10,Memorial and Honmy Roll: The name of member of the ian military service from who lost their life while serving their country are honoured at the Memorial and Honmy Roll in the Tim Arboretum.
1150,6,Tim Arboretum: Walk along the duck pond to the children’ playground
1151,21,Car park: Parking is available off Franci Cre outside the Tim Arboretum. Bike rack available.
1152,66,Blind Creek Trail shared path: Enter off Road and follow the trail along to Road.
1153,6,Blind Creek Trail playground: Enjoy time with family at one of over playground in
1154,66,Blind Creek Trail shared path: Continue on the Blind Creek Trail.
1155,32,UA (Formerly Ursity Of The Third Age): Specifically for those over rs of age and retired from full-time employment. The provision of low cost educal and recreal activity in a non-competitive environment.
1156,66,"Friend of – Blind Creek Group: Thi group assist with the implementation of the Blind Creek Management Plan. The Blind Creek Group meet regularly & conduct weng, rubbish removal and genou planting."
1157,25,Table & Chairs: thi is on the other side of the Tourist Information Centre
1158,7,Garden : Garden
1159,25,Tourist Information Centre: Collect ymy historical guide for the town and information reg the region.
1160,25,Start of Walk: You can go either way around the Tourist Information Centre for the Heritage Walk
1161,15,BBQ Area: Why not stop and a BBQ or have a picnic
1162,6,Playground: Let the kid have play for a while
1163,58,Tractor: Thing to See on the Walk
1164,71,Artwork: along the track
1165,18,Rest Spots: Not take a seat and enjoy a relax in shade of the tree
1166,51,Art work: Path detail - see what different one you can spot
1167,7,Out the front: Garden
1168,31,Toilets: Toilet b
1169,3,Hisotrical Site: General Store
1170,8,Historical Site: Hotel - Lovely bstone building
1171,11,"Historical Sites: Long thi road there are number historical sites: Original site, Park' Shop, Memorial Tree, and Tom Leach' Saddlery Shop"
1172,59,Historical Site: Nal Bank Site
1173,0,Getting familiar with the Rail Trail: A map at both the start and end of thi trail is a great way to get an overview of the journey you’re taking.
1174,15,"Botanic Gardens: Thi beautiful reserve off Drive provide shade, the rotunda, picnic facility along with a skate park, and is a well-loved site for local and visitor alike."
1175,34,"Signage as art and art as signage: Created by school child who live in the area, the unique sign are dotted along the trail and cate side trip you can make."
1176,0,"Emergency marker provide safety: Designed to pinpoint ymy exact location in the case of an emergency, you can be sure that in thi unlikely event, you’ll find marker installed along the entire trail."
1177,0,"Say hi to the horses: It’ not uncommon to come acros others, some on horsck whilst other are walking or bike-riding, and to stop for a chat."
1178,19,View from the Old Bridge: Thi is a lovely spot to stop at and look acros the Valley to the Great Dividing Range as well as down upon the rail trail and wave to other g the trip.
1179,27,"Take a trip along the boardwalk: There’ nothing quite like quietly walking along a boardwalk over a busy waterway, and depending on the time of day, you can be treated to a full orchestra of bird and frog song."
1180,35,"Lake Jetty: The detmy at Sullivan Road to Lake is well worthwhile, especially for a picnic or BBQ lunch, a throw of the fishing line, some sightseeing and even a swim."
1181,2,"Glimpse of ' Bay: Looking north through the tree near the eastern end of the trail, thi beautiful stretch of water is a popular venue for water sport and the site of more than one nal water-skiing championship."
1182,37,"The Cooling Towers: A breathtaking view of the working example of a coal station, where these huge tower both cool and recycle the water in the proces of generating electri."
1183,7,Entrance to Botanic Gardens: Entrance to Botanic Garden
1184,7,st Century Garden: st Century Garden
1185,7,Entrance to Heritage Garden: Entrance to Heritage Garden and bollard of original curator
1186,52,Traill and urn: Traill and urn
1187,20,Stork sculpture: Stork sculpture brought from Japan in s
1188,40,’ tiny first Custom H from : ’ tiny first Custom H from
1189,40,h: h
1190,7,View of gardens: View of garden
1191,7,Chinese lantern: Chinese lantern
1192,7,John Radden Fern Garden: John Radden Fern Garden
1193,7,Open lawn space: Open lawn space
1194,1,Friendly blackbird: Friendly blackbird
1195,33,Pretty floral display: Pretty floral display
1196,5,pine: pine
1197,50,Pool in st Century Garden: Pool in st Century Garden
1198,7,Cactus in st Century garden: Cactus in st Century garden
1199,51,The Welcome Mural: Gunaikurnai artist Ron Ed provide an excellent overview of the cultural trail and murals.
1200,51,Introduction to the cultural trail: Thi mural is well worth reading as it provide the context for the cultural trail.
1201,14,"The bush tucker garden: Over species of native plant are included in thi garden, all with important role to play in the wellbeing of the Gunaikurnai people."
